"","AT","AP","AH","AFDP","GTEP","TIT","TAT","TEY","CDP","CO","NOX"
"113",9.5901,1023.2,100.05,3.7719,24.733,1076.6,549.8,133.78,11.843,1.0746,65.855
"114",9.7465,1023.1,99.744,3.7046,24.83,1077,549.91,134.02,11.905,0.67777,64.791
"115",9.8303,1023.1,99.207,3.4687,24.015,1072.3,550.12,130.63,11.648,0.48159,63.602
"116",9.6987,1023,98.442,3.4966,24.805,1077,550.31,134.1,11.86,0.38865,64.04
"117",9.6638,1023,97.825,3.4524,24.829,1077.2,549.87,134.3,11.796,1.1495,66.652
"118",9.5519,1023.3,98.665,3.1433,22.501,1062.4,549.08,123.74,11.143,2.627,68.977
"119",9.5782,1023.5,98.829,2.7534,19.126,1028.1,539.46,106.3,10.306,9.7846,96.764
"120",9.6258,1023.8,99.187,4.3445,31.927,1086.5,532.66,153.96,13.512,2.7203,88.008
"121",9.9697,1024.2,97.699,4.5344,33.777,1100.1,534.35,162.52,14.04,0.48446,80.963
"122",10.163,1024,97.393,4.4403,33.113,1100,536.35,161.18,13.915,0.65336,81.307
"123",10.383,1023.3,96.533,4.5209,33.722,1100,534.51,162.37,14.066,0.74922,81.203
"124",10.657,1022.5,96.025,4.4885,33.541,1100,535.19,162.07,13.909,0.71614,82.022
"125",10.752,1021.9,95.489,4.5209,33.791,1099.9,534.41,162.32,14.033,1.1645,82.832
"126",11.024,1021.6,93.955,4.5333,33.946,1100,533.97,162.58,14.089,1.503,84.24
"127",11.32,1021.6,92.675,4.5181,33.963,1100,533.81,162.43,14.068,1.6897,85.383
"128",11.461,1021.6,91.609,4.5105,34.001,1100,533.59,162.67,14.052,1.9896,86.167
"129",10.853,1021.4,93.182,4.5189,34.024,1099.9,533.4,163.05,14.076,1.9669,85.52
"130",10.531,1021.4,95.975,4.4726,33.637,1100,534.58,162.55,13.956,0.57117,81.88
"131",10.572,1021.4,96.696,4.4966,33.75,1100,534.47,162.4,14.045,0.82306,81.534
"132",10.606,1021.4,97.441,3.694,27.166,1074,540.72,138.67,12.381,1.9021,78.508
"133",10.755,1021.4,96.422,2.7708,19.844,1048.1,549.92,112.99,10.536,1.6263,62.287
"134",10.882,1021.2,95.612,3.3918,24.637,1075.9,550.05,133.2,11.859,0.87498,64.411
"135",10.876,1020.9,95.299,3.3994,24.929,1077.6,549.77,134.37,11.911,1.0062,65.08
"136",4.9451,1018.8,98.737,3.3942,24.507,1074.4,549.68,132.72,11.79,2.2841,76.241
"137",5.1882,1018.6,99.028,3.0737,22.038,1060.6,550.16,121.17,11.092,2.6029,67.307
"138",5.9159,1018.4,98.864,3.2013,22.937,1066,550.31,125.09,11.358,2.247,68.315
"139",6.8229,1017.9,99.2,3.2124,22.82,1064.9,550.33,123.97,11.349,0.62439,63.886
"140",7.5018,1017.4,99.2,3.2967,23.528,1069,550.43,127.12,11.453,0.60704,64.838
"141",8.1952,1017,99.361,3.1832,22.648,1063.7,549.94,122.76,11.197,1.0582,63.926
"142",8.8011,1016.9,98.059,2.706,18.847,1040.5,549.28,106.17,10.078,5.0273,92.367
"143",9.5995,1017.1,96.138,2.6914,18.737,1037,547.72,104.84,10.145,7.2004,103.33
"144",10.942,1017,93.939,2.728,19.248,1038.9,546.94,109.22,10.314,5.412,73.517
"145",11.393,1016.3,91.12,2.9482,21.155,1051.7,548.77,116.75,10.723,3.2974,68.749
"146",11.761,1015.4,88.449,4.4134,33.104,1100.1,537.53,159.67,13.782,1.8535,85.694
"147",12.034,1014.8,88.321,4.2922,31.905,1099.5,540.7,157.41,13.53,2.0337,86.442
"148",12.047,1014.6,89.901,2.77,19.592,1044.9,549.24,111.1,10.502,3.4091,65.308
"149",11.944,1014.4,92.666,2.7197,19.386,1043.5,549.33,110.26,10.336,1.4379,60.549
"150",11.842,1014.2,93.093,2.7868,19.646,1045.9,550.13,111.74,10.367,1.1303,60.556
"151",11.289,1014.2,94.028,3.2781,23.728,1069.7,550.12,129.27,11.425,0.58813,63.081
"152",11.117,1014.7,95.368,3.1156,22.037,1059.8,550.02,121.55,11.053,1.4473,60.584
"153",10.041,1015.6,95.68,3.0761,21.507,1057,550.16,119.49,10.949,1.7387,60.812
"154",9.9614,1016.3,98.722,3.078,21.533,1057,550.33,119.42,10.985,1.5811,60.683
"155",10.43,1016.9,97.532,3.0046,20.967,1053.9,550.32,117.24,10.768,1.2687,60.545
"156",10.369,1017.7,95.949,3.1521,22.315,1061.6,549.77,122.73,11.104,1.3676,61.682
"157",11.475,1017.8,97.647,3.2043,22.744,1063.8,549.7,124.2,11.28,0.94124,60.203
"158",6.4232,1018.1,100.09,4.3593,24.453,1072.9,549.03,133.58,11.807,2.3024,74.013
"159",6.3123,1018.2,100.09,4.2214,24.51,1075,550.12,133.74,11.79,1.0914,66.743
"160",6.3452,1018.6,100.09,4.086,24.869,1077.3,549.92,135.49,11.906,1.1151,66.63
"161",6.8285,1018.5,99.903,3.4588,22.689,1063.8,549.08,125.75,11.336,1.7565,70.688
"162",7.9054,1018.7,100.09,3.5017,23.543,1069.8,549.64,129.25,11.428,1.1876,67.175
"163",8.834,1019.3,100.08,3.216,22.245,1061.6,549.91,122.67,11.153,1.2064,63.51
"164",8.3089,1020,99.923,3.1539,21.845,1060.2,549.79,121.82,10.985,1.5012,64.2
"165",8.2688,1020.5,100.09,3.5346,24.292,1074.2,549.76,132.44,11.737,1.0324,66.327
"166",8.3189,1020.8,100.09,3.0268,19.617,1045.3,548.78,112.12,10.436,3.1851,67.08
"167",9.0059,1020.5,100.08,3.6707,23.892,1071.5,550.34,130.19,11.667,2.7751,68.702
"168",12.02,1018.9,91.353,3.3554,24.649,1075,550.19,131.7,11.768,10.288,61.582
"169",13.038,1018.1,82.25,3.1327,23.017,1065.5,549.87,124.51,11.378,0.5458,61.747
"170",13.357,1017.7,82.219,3.2504,23.747,1069.8,549.92,127.75,11.465,1.183,62.698
"171",13.341,1017.8,85.304,3.0935,22.585,1062.8,550.13,122.6,11.208,0.76935,57.581
"172",12.74,1017.7,88.471,3.0075,22.065,1059.8,549.98,120.71,11.034,1.1333,57.924
"173",12.1,1017.8,91.324,2.7109,19.461,1043.4,548.95,110.05,10.285,2.8617,60.215
"174",10.869,1017.9,91.459,2.7154,19.124,1025.2,538.43,105.31,10.194,9.9632,90.981
"175",9.6733,1018,91.938,2.6952,19.16,1018.6,533.91,103.99,10.165,12.538,112.33
"176",6.72,1018.1,94.132,3.3386,24.569,1074.9,550.06,133.69,11.818,1.6107,72.477
"177",5.911,1018,95.227,3.3489,24.786,1076.8,549.62,134.89,11.887,0.56681,67.691
"178",13.308,1015.4,97.098,2.6345,18.762,1032.2,544.8,104.44,10.008,5.6507,79.102
"179",13.528,1018.7,95.05,2.653,18.831,1025.7,540.15,103.41,9.9636,10.893,95.041
"180",13.929,1019,94.243,2.6421,18.796,1026.8,541.21,102.67,10.121,11.987,92.531
"181",14.619,1018.8,93.244,2.6313,18.8,1030.1,543.37,103.44,10.167,8.2747,81.956
"182",15.071,1018.2,90.962,2.7161,19.359,1036.2,545.4,106.55,10.354,5.4399,76.39
"183",15.22,1017.8,92.299,4.4178,32.75,1100,538.69,156.98,13.689,0.80042,83.974
"184",15.291,1017.4,90.834,3.2697,23.959,1056.2,541.39,123.22,11.438,5.3497,84.247
"185",15.042,1017.4,89.647,2.6554,18.961,1031.1,543.26,104.22,10.211,7.2356,89.067
"186",14.559,1017.4,91.121,2.6397,18.74,1028.9,542.81,103.07,10.058,8.7735,79.655
"187",13.889,1017.5,93.786,2.6747,18.818,1031.7,544.31,104.19,10.016,7.6902,74.563
"188",13.512,1017.6,94.955,2.7097,18.809,1030,543.18,103.61,9.9528,7.3268,83.866
"189",9.4265,1017.9,98.94,3.0128,18.964,1016.7,533.44,103.2,10.111,19.703,104.28
"190",8.9473,1017.8,100.08,3.095,19.007,1032.6,543.8,105.99,10.111,8.5779,97.39
"191",9.0339,1017.4,100.08,3.1455,18.892,1030.2,542.53,104.73,10.097,8.7896,105.54
"192",9.4605,1017.2,100.08,3.1738,18.791,1035.6,546.65,105.12,10.23,6.8984,101.47
"193",9.376,1017.3,100.08,3.2148,18.879,1036.2,546.54,105.62,10.282,6.5038,96.624
"194",8.9012,1017,100.08,3.1864,18.816,1034.4,545.39,105.49,10.199,8.2328,101.23
"195",8.7982,1016.8,100.08,3.1246,18.705,1031.7,544.06,104.33,10.088,10.599,113.92
"196",8.9906,1016.7,100.08,3.0626,18.718,1034.5,546.12,104.54,9.9763,8.9961,106.78
"197",11.025,1017.3,99.036,3.6638,24.719,1068.1,544.69,131.89,11.808,8.3873,71.676
"198",13.471,1017.7,97.807,3.4694,24.586,1074.7,549.76,130.94,11.677,1.0433,60.158
"199",15.056,1017.8,89.923,3.4329,24.443,1074.1,549.73,130.17,11.713,1.0513,60.844
"200",15.939,1017.4,84.265,3.53,25.393,1079.3,549.9,133.84,12.03,1.6295,64.41
"201",16.519,1016.6,80.962,3.5098,25.383,1079.1,549.93,133.55,12.019,1.1218,61.906
"202",17.084,1016.2,78.002,3.3596,24.354,1073.2,549.98,128.95,11.691,1.0652,59.427
"203",17.724,1016.3,75.555,3.486,25.731,1080.4,550.15,134.14,12.041,0.88104,63.383
"204",17.934,1016.1,74.52,3.4853,25.767,1080.7,550.02,134.57,12.108,0.60032,62.657
"205",15.928,1016.4,82.103,3.2689,24.426,1073.3,550.28,130.05,11.627,0.29712,55.856
"206",15.082,1016.8,84.494,3.0592,22.649,1062.6,550.13,122.41,11.209,0.69529,56.64
"207",15.067,1017.1,83.973,3.1175,22.823,1063.9,549.86,123.09,11.295,0.42844,58.068
"208",14.979,1016.9,86.185,3.1682,23.195,1067,549.62,125.33,11.463,0.5534,58.971
"209",14.981,1016.8,85.82,2.6465,18.816,1031.2,543.54,103.75,10.181,7.691,79.288
"210",14.767,1017.2,85.78,3.3983,25.166,1078,550.03,133.81,11.907,1.7087,63.566
"211",13.847,1017.1,88.568,3.399,25.127,1077.9,549.92,133.85,11.892,1.8332,63.531
"212",13.225,1015,94.909,3.4801,25.02,1076.7,549.6,133.61,11.853,0.91681,62.47
"213",12.872,1014.6,92.423,3.3672,24.464,1073.7,549.7,131.11,11.74,1.3086,61.238
"214",13.084,1014.7,94.014,3.354,24.381,1073.2,549.64,130.47,11.634,1.4094,60.217
"215",12.644,1014,93.475,2.7202,19.153,1042.5,550.08,108.53,10.161,3.0913,59.979
"216",12.443,1013.3,93.649,2.7301,19.256,1043.5,549.94,109.18,10.34,2.265,57.371
"217",13.188,1012.9,93.645,3.3039,23.628,1069.4,550.14,127.59,11.503,1.3468,58.953
"218",14.214,1013.1,90.176,3.2378,23.309,1067.6,549.9,126.17,11.325,0.97603,58.162
"219",14.513,1012.8,89.603,3.5388,25.571,1080.6,550.14,135.84,11.977,0.54147,61.995
"220",15.417,1013,83.692,3.5201,25.694,1081.2,550.45,135.76,12.045,0.54251,62.248
"221",16.404,1013.2,78.448,3.1763,22.763,1064.3,550.36,122.99,11.262,1.0261,57.412
"222",17.527,1012.9,73.398,3.5237,25.582,1079.8,550,133.86,12.054,0.37353,62.921
"223",17.823,1012,73.526,3.5326,25.401,1079,549.93,133.25,12.023,0.90819,61.636
"224",18.302,1011.2,72.153,3.5882,25.668,1080.6,549.93,134.37,12.108,0.63037,62.602
"225",18.866,1011.1,70.328,3.5743,25.837,1081,550.04,134.38,12.07,0.78765,63.911
"226",18.788,1010.9,69.192,3.5639,25.612,1080.3,550.04,134.09,12.076,1.6466,65.143
"227",18.253,1011.1,71.997,3.4921,25.612,1079.8,549.96,134.08,11.982,1.9058,63.562
"228",18.354,1011,70.533,3.5262,25.563,1080,549.98,133.98,11.985,1.9738,64.002
"229",17.608,1010.9,71.71,3.4616,25.612,1080,549.93,134.58,12.042,1.6201,62.664
"230",16.264,1010.8,78.014,3.4,25.454,1078.5,549.8,133.95,11.963,0.18052,58.715
"231",16.947,1010.6,77.153,3.5007,25.414,1079.3,549.72,133.84,12.041,0.43061,59.949
"232",16.296,1010.6,79.228,3.4221,25.103,1077.8,549.66,133.27,11.975,0.46813,58.349
"233",14.893,1010.7,83.461,3.4401,25.461,1078.9,549.59,134.72,12.019,1.3359,60.096
"234",13.92,1010.7,84.733,3.0277,22.341,1060.6,549.71,121.17,11.113,2.365,57.747
"235",13.443,1010.6,87.305,3.3521,25.232,1077.4,549.96,133.93,11.897,1.7546,60.624
"236",13.71,1010.3,88.432,3.1513,23.239,1066,549.69,125.22,11.419,1.3317,58.783
"237",14.859,1009.9,86.164,3.5155,25.367,1079.1,549.88,134.57,12,1.282,62.749
"238",16.083,1009.6,82.553,2.8878,20.664,1051.6,550.42,113.8,10.691,1.6404,55.873
"239",16.34,1009.5,81.033,2.8328,20.166,1048.5,550.36,111.84,10.57,1.8756,55.496
"240",16.522,1009.3,79.588,3.209,23.276,1066.4,549.94,124.67,11.296,1.3193,57.75
"241",16.272,1009.1,79.619,2.7584,19.379,1043.8,550.06,108.35,10.225,2.4744,56.749
"242",16.651,1008.9,76.759,3.1511,22.807,1063.4,549.99,122.51,11.184,2.6575,59.449
"243",16.819,1008.7,75.344,3.1267,22.398,1061.1,549.82,120.58,11.029,2.9038,59.445
"244",17.258,1009,72.676,3.1632,22.594,1062.4,549.8,121.43,11.207,2.7078,60.213
"245",17.519,1009,72.009,3.199,22.592,1062.3,549.85,121.45,11.254,0.045508,55.359
"246",18.251,1008.6,69.46,3.2387,23.044,1064.9,549.89,123.11,11.36,0.23913,56.538
"247",18.935,1007.3,67.631,3.2773,23.144,1065.6,549.94,123.51,11.396,0.44992,56.206
"248",19.234,1006.8,67.314,3.3907,24.13,1071.2,550,127.47,11.6,0.26384,57.395
"249",18.971,1006.8,69.146,3.4762,24.993,1076.2,550.07,131.3,11.863,1.4725,65.495
"250",18.263,1006.8,73.578,3.5381,25.588,1079.9,550.01,134.38,11.927,0.79512,62.281
"251",17.476,1006.6,77.881,3.4299,24.772,1075.1,550.09,131.02,11.697,0.57765,56.21
"252",17.331,1006.8,77.102,3.3804,24.476,1073.5,550.11,129.98,11.683,1.1255,50.596
"253",17.083,1006.7,79.828,3.3506,24.025,1071.1,550.02,128.16,11.566,0.47947,57.245
"254",17.064,1006.5,79.124,3.3182,23.791,1069.7,549.99,127.11,11.574,1.5968,60.405
"255",16.774,1006.3,79.943,3.149,22.833,1063.7,549.97,122.84,11.274,2.0481,60.7
"256",16.554,1005.9,78.817,3.4762,25.36,1078.3,549.95,133.76,11.983,1.5849,62.037
"257",16.709,1005.4,81.641,3.5377,25.464,1079.1,550.01,134.13,12.013,1.6528,62.613
"258",15.552,1005.8,82.743,3.4223,25.169,1077.7,550.1,133.67,11.948,2.4373,63.105
"259",13.721,1005.7,92.741,3.2589,23.26,1066.9,550.05,126.24,11.416,0.76366,57.498
"260",13.184,1004.9,96.528,3.3769,23.953,1070.8,549.9,129.12,11.624,0.027292,56.798
"261",13.328,1004.8,94.485,3.0677,21.627,1057.3,550.26,118.86,10.96,0.84619,55.741
"262",13.436,1005.1,94.094,3.5189,25.027,1077,550.06,133.84,11.882,0.7775,60.784
"263",13.623,1005.4,93.734,3.553,25.092,1077.2,550.05,133.84,11.798,0.82223,60.616
"264",13.448,1006,93.774,3.5855,25.325,1078.6,550.07,135.09,11.923,0.3962,60.712
"265",13.861,1007,93.311,3.5571,25.237,1078.3,549.83,134.72,11.845,0.65659,60.57
"266",14.416,1007.6,91.313,3.5519,25.229,1078.4,549.92,134.42,11.933,0.46141,60.824
"267",14.886,1008,88.984,3.5945,25.371,1079.1,549.94,134.84,11.959,1.2853,62.454
"268",15.315,1008.3,84.981,3.5555,25.072,1077.3,549.85,133.17,11.914,1.5307,62.731
"269",15.987,1008.2,83.359,3.5494,25.217,1078.1,549.93,133.45,11.873,1.6306,63.887
"270",16.676,1007.9,80.922,3.0188,21.46,1056,549.85,116.96,10.887,0.38256,52.841
"271",16.581,1008.4,77.576,3.0547,22.279,1060.7,549.94,120.61,11.137,0.81135,60.055
"272",16.289,1008.8,75.918,3.3861,25.053,1077.2,550.01,132.99,11.832,0.92888,61.891
"273",15.851,1009.4,78.937,3.4283,25.349,1078.8,550,134.4,11.884,0.71678,60.304
"274",15.691,1010,79.458,3.4081,25.42,1079.4,549.95,134.87,11.966,0.52329,60.169
"275",15.392,1010.6,81.329,3.4453,25.315,1079,549.9,134.61,12.035,1.9969,59.614
